Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Fully specified name:es,Short name:en,Short name:fr,Short name:es,Description:en,Description:fr,Description:es,Data class,Data type,_version:1,_order:500
488b58ff-64f5-4f8a-8979-fa79940b1594,true,,False,Faux,Falso,,,,,,,Misc,N/A,,
