Uuid,Void/Retire,Name,Description,Parent,Tags,Tag|Facility Location,Attribute|9eca4f4e-707f-4bb8-8289-2f9b6e93803c,Attribute|Last Audit Date,Address 1,Address 2,Address 3,Address 4,Address 5,Address 6,City/Village,County/District,State/Province,Postal Code,Country,_order:1000
82f2ca4c-4ede-431f-a2af-306c3f603480,,140804. ពាមមានជ័យ_HC,140804. ពាមមានជ័យ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
71319602-b351-4d3d-bb02-1a0c658846b1,,140805. ពាមរក៍_HCB,140805. ពាមរក៍_HCB,,Login Location,TRUE,,,,,,,,,,,,,,
9af76753-97dd-4b43-abbc-03a9383b2689,,140805. ព្នៅទី២_HC,140805. ព្នៅទី២_HC,,Login Location,TRUE,,,,,,,,,,,,,,
983520b9-752f-44b3-9a1f-0ea21e6dc744,,140806. ព្រែកខ្សាយ ខ_HC,140806. ព្រែកខ្សាយ ខ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
a51bdb10-202c-422d-9b9f-fbff9c89b879,,140807. ព្រែកអ្នកលឿង_HC,140807. ព្រែកអ្នកលឿង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
43d09c51-e63f-453e-9430-2a77a2be13ad,,140808. ព្រៃកណ្តៀង_HC,140808. ព្រៃកណ្តៀង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
0a1ff328-6911-454e-8d93-a852c9265f51,,140901. មន្ទីរពេទ្យបង្អែកពារាំង_RH,140901. មន្ទីរពេទ្យបង្អែកពារាំង_RH,,Login Location,TRUE,,,,,,,,,,,,,,
ddf75f37-21e3-4909-90b3-f1fe769f9b9e,,140902. កំពង់ពពិល_HC,140902. កំពង់ពពិល_HC,,Login Location,TRUE,,,,,,,,,,,,,,
a0657baf-e424-46cd-9323-7b48e05b9152,,140903. កំពង់ប្រាំង_HC,140903. កំពង់ប្រាំង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
0c266749-84f0-4864-b311-90d5658f6d11,,140904. កញ្ចំ_HC,140904. កញ្ចំ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
554a60cf-d069-44bf-8f71-21d0de0063ee,,140905. មេសរប្រចាន់_HC,140905. មេសរប្រចាន់_HC,,Login Location,TRUE,,,,,,,,,,,,,,
e2e2d57a-824f-430e-8131-c6d8a296cd2d,,140906. ព្រៃព្នៅ_HC,140906. ព្រៃព្នៅ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
7bbb6266-0c5e-4509-8e1a-8dcc7fc6ba24,,140907. ព្រៃស្នៀត_HC,140907. ព្រៃស្នៀត_HC,,Login Location,TRUE,,,,,,,,,,,,,,
c0b75c48-db16-4684-9141-c5668f837da4,,140908. ព្រៃស្រឡិត_HC,140908. ព្រៃស្រឡិត_HC,,Login Location,TRUE,,,,,,,,,,,,,,
4292f3e6-98c2-481d-97cc-bb957e4411ed,,140909. រាប_HC,140909. រាប_HC,,Login Location,TRUE,,,,,,,,,,,,,,
91d4c285-0370-4dd1-b49d-240c109cdf1d,,140910. រកា_HC,140910. រកា_HC,,Login Location,TRUE,,,,,,,,,,,,,,
4896c951-8600-4eb5-a275-fbbd4972d93f,,141001. មន្ទីរពេទ្យបង្អែកព្រះស្តេច_RH,141001. មន្ទីរពេទ្យបង្អែកព្រះស្តេច_RH,,Login Location,TRUE,,,,,,,,,,,,,,
ade2e699-26d7-4599-982d-e7bcf9286321,,141002. អង្គររាជ្យ_HC,141002. អង្គររាជ្យ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
d03305c9-a0f3-4be4-8ae5-cdb354e1b498,,141003. បន្ទាយចក្រី_HC,141003. បន្ទាយចក្រី_HC,,Login Location,TRUE,,,,,,,,,,,,,,
6fc9e0d5-175f-42aa-ad17-be9b9af656d5,,141004. បឹងដោល_HC,141004. បឹងដោល_HC,,Login Location,TRUE,,,,,,,,,,,,,,
946ed48e-fcc7-49aa-9390-54d7e8affedf,,141005. ជៃកំពក_HC,141005. ជៃកំពក_HC,,Login Location,TRUE,,,,,,,,,,,,,,
f1d45a0a-4d55-4c24-abfc-25747a280f3e,,141006. កំពង់សឹង_HC,141006. កំពង់សឹង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
0af6b8c4-97cb-4d9d-9c6b-51a19c53ddd5,,141007. ក្រាំងស្វាយ_HC,141007. ក្រាំងស្វាយ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
3817620c-d1fc-47bd-aa32-5d4f94932b56,,141008. ល្វា_HC,141008. ល្វា_HC,,Login Location,TRUE,,,,,,,,,,,,,,
9ce7c29b-57d4-493e-b91d-4c17447ef16d,,141009. ព្រះស្តេច_HC,141009. ព្រះស្តេច_HC,,Login Location,TRUE,,,,,,,,,,,,,,
b84d80ee-b4c8-4080-9692-0f530aceba8a,,141010. រាធរ_HC,141010. រាធរ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
765ca3fa-57c3-4c0a-9566-72758b782344,,141011. រំចេក_HC,141011. រំចេក_HC,,Login Location,TRUE,,,,,,,,,,,,,,
aeacd551-9470-4eb8-a75b-0210ab2142d5,,141012. សេនារាជឧត្តម_HC,141012. សេនារាជឧត្តម_HC,,Login Location,TRUE,,,,,,,,,,,,,,
129b69d1-c39a-447b-9737-fb5ab9bbdfe3,,141101. មន្ទីរពេទ្យបង្អែកស៊ីធរកណ្តាល_RH,141101. មន្ទីរពេទ្យបង្អែកស៊ីធរកណ្តាល_RH,,Login Location,TRUE,,,,,,,,,,,,,,
7df873c4-3675-4b56-a1d6-b24ecbe8e0d8,,141102. អំពិលក្រៅ_HC,141102. អំពិលក្រៅ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
2d899dc7-89aa-40b1-986b-5e53f5e45e34,,141103. ជ្រៃឃ្មុំ_HC,141103. ជ្រៃឃ្មុំ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
a8468a63-8fc4-4cb0-b8dc-70512757e2e2,,141104. ល្វេ_HC,141104. ល្វេ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
937b274d-2b8e-43ca-8561-c487ad5c808d,,141105. ព្នៅទី១_HC,141105. ព្នៅទី១_HC,,Login Location,TRUE,,,,,,,,,,,,,,
a2b48a16-c1ef-40e1-96b1-50b39b79cb67,,141107. ពោទី_HC,141107. ពោទី_HC,,Login Location,TRUE,,,,,,,,,,,,,,
3b34740c-6a15-4fc4-8251-20b09ee78120,,141108. ព្រែកចង្ក្រាន_HC,141108. ព្រែកចង្ក្រាន_HC,,Login Location,TRUE,,,,,,,,,,,,,,
a26c8cf5-b6e1-4e37-b095-5742f87405e8,,141109. ព្រៃដើមថ្នឹង_HCB,141109. ព្រៃដើមថ្នឹង_HCB,,Login Location,TRUE,,,,,,,,,,,,,,
363a8fe5-1ab7-414e-ac08-aab91b602a78,,141110. ព្រៃទឹង_HC,141110. ព្រៃទឹង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
eb6a2285-1e97-428e-a2d8-910afedeef59,,141111. រំលេច_HC,141111. រំលេច_HC,,Login Location,TRUE,,,,,,,,,,,,,,
43cf1d5f-a4b5-4cb4-9556-6dceec067729,,141112. ឫស្សីសាញ់_HC,141112. ឫស្សីសាញ់_HC,,Login Location,TRUE,,,,,,,,,,,,,,
b70d6fb6-0f5f-48a5-8a6c-f3c25f9c1718,,141201. មន្ទីរពេទ្យបង្អែកស្វាយអន្ទរ_RH,141201. មន្ទីរពេទ្យបង្អែកស្វាយអន្ទរ_RH,,Login Location,TRUE,,,,,,,,,,,,,,
85f822c1-6656-40b8-9d36-eab3fb6cd8d5,,141202. អង្គរទ្រេត_HC,141202. អង្គរទ្រេត_HC,,Login Location,TRUE,,,,,,,,,,,,,,
fd55782b-02cc-4367-93d1-79af64247fde,,141203. ជាខ្លាង_HC,141203. ជាខ្លាង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
7d43ce06-dfc6-4c05-b251-550c71535008,,141204. ជ្រៃ_HC,141204. ជ្រៃ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
f3785210-70d2-4a5b-a113-82ff98fbe51c,,141205. ដំរីពួន_HC,141205. ដំរីពួន_HC,,Login Location,TRUE,,,,,,,,,,,,,,
e194a6a7-5363-420f-8cb2-3d8d7683f3ea,,141206. មេបុណ្យ_HC,141206. មេបុណ្យ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
f243f182-f80b-41a3-bf93-4b530a01aedd,,141207. ពានរោង_HC,141207. ពានរោង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
1299fd1a-0550-4607-bfc4-fe5af50472af,,141208. ពពឹស_HC,141208. ពពឹស_HC,,Login Location,TRUE,,,,,,,,,,,,,,
13d0c11f-88b6-4f23-b781-f7a4af5d4349,,141209. ព្រៃខ្លា_HC,141209. ព្រៃខ្លា_HC,,Login Location,TRUE,,,,,,,,,,,,,,
9b690265-2b0c-40d0-9c4a-6631fa3ed90a,,141210. សំរោង_HC,141210. សំរោង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
892d17b2-5bf3-4c68-9ced-e00aa2c2385a,,141211. ស្វាយអន្ទរ_HC,141211. ស្វាយអន្ទរ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
286c2b6b-7b79-49a2-bc14-8af28eef6134,,141212. ទឹកថ្លា_HC,141212. ទឹកថ្លា_HC,,Login Location,TRUE,,,,,,,,,,,,,,
87005f48-0919-41c1-9669-8df9cd5a3b4c,,150101. មន្ទីរពេទ្យបង្អែកបាកាន_RH,150101. មន្ទីរពេទ្យបង្អែកបាកាន_RH,,Login Location,TRUE,,,,,,,,,,,,,,
8e71d261-61a4-4b51-8d84-51e047fe6d10,,150102. បឹងខ្នារ_HC,150102. បឹងខ្នារ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
2deec8fd-73c0-4f26-8c9b-b1bba723158b,,150103. ស្នាមព្រះ_HC,150103. ស្នាមព្រះ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
5dcb0b7f-819e-41fa-a7ec-45b5af5f66a3,,150104. ត្រពាំងជង_HC,150104. ត្រពាំងជង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
4f394a41-ed8e-441c-a190-a357d3dfbde3,,150105. មេទឹក_HC,150105. មេទឹក_HC,,Login Location,TRUE,,,,,,,,,,,,,,
ffaa30bb-d6c6-4a3a-be89-d4a129842cb2,,150106. អូរតាប៉ោង_HC,150106. អូរតាប៉ោង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
2f569272-443f-4685-b150-c7d6e9b50bfc,,150107. ស្វាយដូនកែវ_HC,150107. ស្វាយដូនកែវ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
24be8485-4f6c-486f-9f6d-bd4f3198414a,,150108. ខ្នារទទឹង_HC,150108. ខ្នារទទឹង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
5a3ffc53-5e86-4d6f-97fe-73c6b9f4815f,,150109. រំលេច_HC,150109. រំលេច_HC,,Login Location,TRUE,,,,,,,,,,,,,,
de9df7cc-999f-4782-973d-844df5ec5272,,150110. បឹងបត់កណ្តោល_HC,150110. បឹងបត់កណ្តោល_HC,,Login Location,TRUE,,,,,,,,,,,,,,
257acd56-162c-4424-90f1-45fa499c4ce1,,150111. តាលោ_HC,150111. តាលោ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
2876e32a-e8e0-4f00-8b3c-059590839237,,150112. រហាលទិល_HC,150112. រហាលទិល_HC,,Login Location,TRUE,,,,,,,,,,,,,,
411b5380-d191-409f-929a-990baba7b345,,150201. មន្ទីរពេទ្យខេត្តពោធិ៍សាត់_PH,150201. មន្ទីរពេទ្យខេត្តពោធិ៍សាត់_PH,,Login Location,TRUE,,,,,,,,,,,,,,
613a6969-3ea4-4f2f-8384-2f3b9799e044,,150202. ពាលញែក_HC,150202. ពាលញែក_HC,,Login Location,TRUE,,,,,,,,,,,,,,
636f3631-55e8-42a3-a3ba-e92886a86a12,,150203. កោះជុំ_HC,150203. កោះជុំ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
5b763bfa-0d72-4983-9ba7-47af3b1ab534,,150204. ព្រៃញី_HC,150204. ព្រៃញី_HC,,Login Location,TRUE,,,,,,,,,,,,,,
7d3035b0-feb4-4ad4-8d04-2d2800b0574c,,150205. ព្រែកត្នោត_HC,150205. ព្រែកត្នោត_HC,,Login Location,TRUE,,,,,,,,,,,,,,
b91b4dd9-7e2e-4734-85db-5d45b9db54d7,,150206. វត្តហ្លួង_HC,150206. វត្តហ្លួង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
a000a4fe-2b82-4e78-8e23-9f5c55a53cf4,,150207. វត្តពោធិ_HC,150207. វត្តពោធិ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
7366c009-f757-4bb2-b7c9-eb4115714a3c,,150208. កណ្តៀង_HC,150208. កណ្តៀង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
5b36e378-4917-47b6-a739-ea0e7e65cf4f,,150209. ស្យា_HC,150209. ស្យា_HC,,Login Location,TRUE,,,,,,,,,,,,,,
7f1ff2af-71c2-4d09-989e-cd3fb785df18,,150210. ស្រែស្តុក_HC,150210. ស្រែស្តុក_HC,,Login Location,TRUE,,,,,,,,,,,,,,
203fb890-38c8-4447-9e81-0397ddd4bf10,,150211. រាំងទីល_HC,150211. រាំងទីល_HC,,Login Location,TRUE,,,,,,,,,,,,,,
cd6e296a-d79c-453a-8c55-e2de1cbc7e71,,150212. ក្រគរ_HC,150212. ក្រគរ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
3e0eab2e-fe02-4667-98b2-72cd6dd7ca90,,150213. កំពង់លួង_HC,150213. កំពង់លួង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
926fbe43-558f-47e3-835f-ff8cae184fdd,,150214. ឈើតុំ_HC,150214. ឈើតុំ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
82a58c60-a296-474c-b501-dbc1d15ec8e1,,150215. បឹងកន្ទួត_HC,150215. បឹងកន្ទួត_HC,,Login Location,TRUE,,,,,,,,,,,,,,
68aab68d-3655-4a17-a7dd-5df63e8090d7,,150216. ឈូកមាស_HC,150216. ឈូកមាស_HC,,Login Location,TRUE,,,,,,,,,,,,,,
7110291c-4e90-4620-9c52-92cc060187cc,,150217. អន្សាចំបក់_HC,150217. អន្សាចំបក់_HC,,Login Location,TRUE,,,,,,,,,,,,,,
1b702436-bde5-48c1-a352-a510158daf1b,,150218. ភ្នំក្រវាញ_HC,150218. ភ្នំក្រវាញ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
a64e6387-a814-461c-b8ee-3b81021fbce4,,150219. ព្រងិល_HC,150219. ព្រងិល_HC,,Login Location,TRUE,,,,,,,,,,,,,,
74c00611-6644-4292-9293-6beace628145,,150220. សំរោង_HC,150220. សំរោង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
0270d7a3-7fa9-426c-a058-f4ebe18e6ba4,,150221. តាសាស់_HC,150221. តាសាស់_HC,,Login Location,TRUE,,,,,,,,,,,,,,
0438541a-d1c3-412f-a42f-430aab860154,,150222. ប្រម៉ោយ_HC,150222. ប្រម៉ោយ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
f7e8feb9-eadd-4bf9-a235-c7c2fd973f27,,150224. អន្លង់រាប_HC,150224. អន្លង់រាប_HC,,Login Location,TRUE,,,,,,,,,,,,,,
29eb8df1-6fe6-4e1d-88b4-1ac40f2d8879,,150225. ហ៊ុនសែនថ្មដា_HC,150225. ហ៊ុនសែនថ្មដា_HC,,Login Location,TRUE,,,,,,,,,,,,,,
993b5661-f65b-401d-8a87-d4c5a648a694,,150227. រលាប_HC,150227. រលាប_HC,,Login Location,TRUE,,,,,,,,,,,,,,
f1b28bbd-72ed-4d19-8390-1464a4c6c11c,,150228. កំពង់ពោធ៏_HC,150228. កំពង់ពោធ៏_HC,,Login Location,TRUE,,,,,,,,,,,,,,
5ec39dee-c9cc-4fd4-ae64-36a41b68c970,,150229. ស្នាអន្សារ_HC,150229. ស្នាអន្សារ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
e94c70a4-8ba1-4a81-835a-9390d641bd57,,150230. ស្វាយសរ_HC,150230. ស្វាយសរ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
c443895a-f7f1-41cb-99d8-ee482586f8af,,150231. បាក់ចិញ្ជៀន_HC,150231. បាក់ចិញ្ជៀន_HC,,Login Location,TRUE,,,,,,,,,,,,,,
5dd98c25-b611-4e37-9037-854730442b59,,150232. កញ្ជរ_HC,150232. កញ្ជរ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
0ced870d-1dfc-4ac4-a752-0c04df8846b3,,150233. មន្ទីរពេទ្យបង្អែក​ក្រគរ_RH,150233. មន្ទីរពេទ្យបង្អែក​ក្រគរ_RH,,Login Location,TRUE,,,,,,,,,,,,,,
5f958ff0-853e-47cf-8d45-b2e106bc483c,,150234. មន្ទីរពេទ្យបង្អែក​ភ្នំក្រវាញ_RH,150234. មន្ទីរពេទ្យបង្អែក​ភ្នំក្រវាញ_RH,,Login Location,TRUE,,,,,,,,,,,,,,
30e881a1-7817-490f-8f98-43135f274230,,160101. មន្ទីរពេទ្យខេត្តរតនគីរី_PH,160101. មន្ទីរពេទ្យខេត្តរតនគីរី_PH,,Login Location,TRUE,,,,,,,,,,,,,,
fc1293d7-742a-4922-8af0-36a1f601f2a0,,160102. បានលុង_HC,160102. បានលុង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
4de27232-2d18-4148-a0a7-2f17f2046603,,160103. កាចាញ_HC,160103. កាចាញ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
dd12e0bd-f0b8-4913-b005-ab95d418a552,,160104. អូរជុំ_HCB,160104. អូរជុំ_HCB,,Login Location,TRUE,,,,,,,,,,,,,,
9c002e7a-4f89-42aa-928e-90519570e281,,160105. សាមគ្គី_HC,160105. សាមគ្គី_HC,,Login Location,TRUE,,,,,,,,,,,,,,
9e4467a5-68cd-4176-821e-c4844578cff5,,160107. វ៉ីនសៃ_HCB,160107. វ៉ីនសៃ_HCB,,Login Location,TRUE,,,,,,,,,,,,,,
b4490730-afe9-4563-8455-3fa728506e2c,,160108. កាចូន_HC,160108. កាចូន_HC,,Login Location,TRUE,,,,,,,,,,,,,,
efb427c7-f897-419c-a787-5e169b85d193,,160109. វីរ់ៈជ័យ_HC,160109. វីរ់ៈជ័យ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
da66db18-128f-4622-9cf9-487c1e11daae,,160110. តាវែង_HCB,160110. តាវែង_HCB,,Login Location,TRUE,,,,,,,,,,,,,,
c4cd0d7a-503f-4eea-ace7-2e7a59bc5156,,160111. កូនមុំ_HCB,160111. កូនមុំ_HCB,,Login Location,TRUE,,,,,,,,,,,,,,
28442efa-3756-4880-8763-c33ccac0c002,,16011103. ប៉ូយ_HC,16011103. ប៉ូយ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
561d6136-a92b-48e9-aec6-f5cb7bbda0f9,,16011104. តឺន_HC,16011104. តឺន_HC,,Login Location,TRUE,,,,,,,,,,,,,,
c64e07f4-7282-49c8-a5e3-ec639a261846,,16011105. ល្បាំង១_HC,16011105. ល្បាំង១_HC,,Login Location,TRUE,,,,,,,,,,,,,,
701ca311-9eed-492e-92d7-7c0d95c3f8bd,,16011106. សេដា_HC,16011106. សេដា_HC,,Login Location,TRUE,,,,,,,,,,,,,,
177163cf-b94b-410d-a820-0571125979a4,,160113. លំផាត់_HCB,160113. លំផាត់_HCB,,Login Location,TRUE,,,,,,,,,,,,,,
d5be630a-c70f-4d8f-9665-8bec33f88223,,160116. ភ្នំកុក_HC,160116. ភ្នំកុក_HC,,Login Location,TRUE,,,,,,,,,,,,,,
311097a4-1d3f-4c10-9949-516d07855cef,,160117. កោះពាក្យ_HC,160117. កោះពាក្យ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
106f0411-45b1-4ce2-aa68-b087835506e5,,160118. ស្រែអង្គ្រង_HC,160118. ស្រែអង្គ្រង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
8bbb660c-b759-4ed8-bc8a-88cd1e780231,,160121. ជំរុំបីស្រុក_HC,160121. ជំរុំបីស្រុក_HC,,Login Location,TRUE,,,,,,,,,,,,,,
55508e79-5a29-40d5-b610-125bf059ed15,,160122. ញ៉ាង_HC,160122. ញ៉ាង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
6de0ce87-83bc-4741-8c7a-e6a29fe2b12c,,160201. មន្ទីរពេទ្យបង្អែកបរកែវ_RH,160201. មន្ទីរពេទ្យបង្អែកបរកែវ_RH,,Login Location,TRUE,,,,,,,,,,,,,,
81921ddc-6462-4dfd-bbfd-0937ce711026,,160202. កិចុង_HC,160202. កិចុង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
8e3f7f00-d6d2-4670-ac67-0b90dec47f89,,160207. អូរយ៉ាដាវ_HCB,160207. អូរយ៉ាដាវ_HCB,,Login Location,TRUE,,,,,,,,,,,,,,
aa8332d2-0ec6-454e-93bb-6be24e0faebb,,160210. អណ្តូងមាស_HCB,160210. អណ្តូងមាស_HCB,,Login Location,TRUE,,,,,,,,,,,,,,
2e21bd85-6926-4116-84fa-3b8facd48a2a,,160211. ម៉ាលិក_HC,160211. ម៉ាលិក_HC,,Login Location,TRUE,,,,,,,,,,,,,,
678ad469-190e-49cd-9813-99904c963949,,160212. សោមធំ_HC,160212. សោមធំ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
38c3de4e-2e79-430f-8e4a-698e84a1c20f,,160213. បរខាំ_HC,160213. បរខាំ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
45642bd6-1901-4354-86db-4f22a7c34fbd,,160214. លុងឃុង_HC,160214. លុងឃុង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
c1e7f66b-ac2c-4694-990c-255b5a4422eb,,160215. តាឡាវ_HC,160215. តាឡាវ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
2701870c-9e80-4dbd-b8ef-2c0448be202e,,160216. អណ្តូងពេជ្រ_HC,160216. អណ្តូងពេជ្រ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
2d551e85-621f-4f5f-995b-e7942770c977,,160217. ទីងចាក់_HC,160217. ទីងចាក់_HC,,Login Location,TRUE,,,,,,,,,,,,,,
bd84ba14-4f8a-4675-8eff-2364a7d7660c,,170101. មន្ទីរពេទ្យបង្អែកក្រឡាញ់_RH,170101. មន្ទីរពេទ្យបង្អែកក្រឡាញ់_RH,,Login Location,TRUE,,,,,,,,,,,,,,
d3c6f383-9807-47af-8555-80fccfd492b8,,170102. កំពង់ថ្កូវ_HC,170102. កំពង់ថ្កូវ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
9c851aa6-edf7-4886-a267-58577ee49abf,,170103. សែនសុខ_HC,170103. សែនសុខ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
cee098b1-cf68-49f9-94a0-a9d06a71b05a,,170104. រោងគោ_HC,170104. រោងគោ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
380d56cf-916b-4f5c-a221-4c8cfd8b419c,,170105. សំបួរ_HC,170105. សំបួរ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
b042d0f4-83cd-4c89-b02e-73d225fcfc21,,170106. ស្រីស្នំ_HCB,170106. ស្រីស្នំ_HCB,,Login Location,TRUE,,,,,,,,,,,,,,
a60598f4-cc4f-44aa-8fc1-618320084c6e,,170107. ស្លែងស្ពាន_HC,170107. ស្លែងស្ពាន_HC,,Login Location,TRUE,,,,,,,,,,,,,,
bd58157b-1520-46fa-97c5-93e428bfead6,,170108. ព្រៃជ្រូក_HC,170108. ព្រៃជ្រូក_HC,,Login Location,TRUE,,,,,,,,,,,,,,
30f0eded-a1c7-48c1-8957-2f28331ed283,,170109. ស្រណាល_HC,170109. ស្រណាល_HC,,Login Location,TRUE,,,,,,,,,,,,,,
423e9358-4957-42a8-ad4e-905be282cf9c,,170110. ប្រិយ៍_HC,170110. ប្រិយ៍_HC,,Login Location,TRUE,,,,,,,,,,,,,,
602ee4d0-2fd0-4e36-b681-0ff7df892271,,170111. ចន្លាស់ដៃ_HC,170111. ចន្លាស់ដៃ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
3e952b24-d25a-4952-b7dc-5927082034f2,,170115. ក្រូចគរ_HC,170115. ក្រូចគរ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
a207fdb9-9c6f-45e6-a92f-095ed1fa60a6,,170116. ត្រាំសសរ_HC,170116. ត្រាំសសរ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
beca7175-122f-4c48-82f5-0fcbdfd6a627,,170117. មោង_HC,170117. មោង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
d8f6c7d1-8036-4121-b09a-dbb2e2d12d16,,170118. តាអាន_HC,170118. តាអាន_HC,,Login Location,TRUE,,,,,,,,,,,,,,
b64f5706-0f56-46c4-85b8-0841837410f0,,170119. ស្នួល_HC,170119. ស្នួល_HC,,Login Location,TRUE,,,,,,,,,,,,,,
212ef650-97c7-48fe-b5bc-e41902dec809,,170122. ដូនសុខ_HC,170122. ដូនសុខ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
a222e24f-1c3b-4b60-a9b9-a8f6a8cd108c,,170123. ក្រឡាញ់_HC,170123. ក្រឡាញ់_HC,,Login Location,TRUE,,,,,,,,,,,,,,
ff5074ab-2b3c-470f-871b-dd45da4a595b,,170201. មន្ទីរពេទ្យខេត្តសៀមរាប_PH,170201. មន្ទីរពេទ្យខេត្តសៀមរាប_PH,,Login Location,TRUE,,,,,,,,,,,,,,
e194e18c-23fc-477f-854b-2bc7c3f820eb,,1702018. អំពិល_HC,1702018. អំពិល_HC,,Login Location,TRUE,,,,,,,,,,,,,,
43cbd4e7-c791-47f3-b5cc-d3bab8430ede,,170202. ជ្រាវ_HC,170202. ជ្រាវ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
72f65ada-18a1-4765-a550-b65db4cfb4fe,,170203. មណ្ឌល ១_HC,170203. មណ្ឌល ១_HC,,Login Location,TRUE,,,,,,,,,,,,,,
110bd6b0-fc2d-4b0c-846c-81a724f4ac01,,170204. គោកចក_HC,170204. គោកចក_HC,,Login Location,TRUE,,,,,,,,,,,,,,
ddcff9f9-415e-444d-abbe-3e88fccf22af,,170205. សៀមរាប_HC,170205. សៀមរាប_HC,,Login Location,TRUE,,,,,,,,,,,,,,
65dc464b-b387-4bf6-bbb9-cc60dcd46195,,170206. សំបួរ_HC,170206. សំបួរ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
e5aec384-66f3-4d7f-8d62-a8b972b114ce,,170207. ពោធិមានជ័យ_HC,170207. ពោធិមានជ័យ_HC,,Login Location,TRUE,,,,,,,,,,,,,,
ae3f3724-c055-4dc8-b6af-81447720ad24,,170208. ចុងឃ្នៀស_HC,170208. ចុងឃ្នៀស_HC,,Login Location,TRUE,,,,,,,,,,,,,,
13d9e3e5-4c94-4db2-b63b-4f20e3f69b47,,170209. ពាក់ស្នែង_HC,170209. ពាក់ស្នែង_HC,,Login Location,TRUE,,,,,,,,,,,,,,
5770f698-81e4-4dea-a5bf-3c3421a28d0f,,170210. បន្ទាយស្រី_HCB,170210. បន្ទាយស្រី_HCB,,Login Location,TRUE,,,,,,,,,,,,,,
23cffeaa-e333-4c13-89a4-099a41116a36,,170211. ព្រះដាក់_HC,170211. ព្រះដាក់_HC,,Login Location,TRUE,,,,,,,,,,,,,,
e4279c75-92c9-4cb9-9c90-8a56bef16bd8,,170212. រំចេក_HC,170212. រំចេក_HC,,Login Location,TRUE,,,,,,,,,,,,,,
