Void/Retire,Entity UUID,Entity class,Basis UUID,Basis class,_order:1000
,66fa1ec4-5d30-4127-a693-d8b1f9519a14,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2080000,org.openmrs.Location,1000
,66fa1ec4-5d30-4127-a693-d8b1f9519a14,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2110000,org.openmrs.Location,1000
,66fa1ec4-5d30-4127-a693-d8b1f9519a14,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2150000,org.openmrs.Location,1000
,66fa1ec4-5d30-4127-a693-d8b1f9519a14,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2220000,org.openmrs.Location,1000
,66fa1ec4-5d30-4127-a693-d8b1f9519a14,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2270304,org.openmrs.Location,1000
,66fa1ec4-5d30-4127-a693-d8b1f9519a14,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1604,org.openmrs.Location,1000
,66fa1ec4-5d30-4127-a693-d8b1f9519a14,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1606,org.openmrs.Location,1000
,71dcb611-756a-4ad3-a9bb-73b6cfe28066,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2070000,org.openmrs.Location,1000
,71dcb611-756a-4ad3-a9bb-73b6cfe28066,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2220000,org.openmrs.Location,1000
,71dcb611-756a-4ad3-a9bb-73b6cfe28066,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2221900,org.openmrs.Location,1000
,71dcb611-756a-4ad3-a9bb-73b6cfe28066,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2270304,org.openmrs.Location,1000
,71dcb611-756a-4ad3-a9bb-73b6cfe28066,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1604,org.openmrs.Location,1000
,71dcb611-756a-4ad3-a9bb-73b6cfe28066,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1605,org.openmrs.Location,1000
,71dcb611-756a-4ad3-a9bb-73b6cfe28066,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1606,org.openmrs.Location,1000
,7f04f24c-e433-4bc7-95cd-975b6f003207,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2010000,org.openmrs.Location,1000
,7f04f24c-e433-4bc7-95cd-975b6f003207,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2011400,org.openmrs.Location,1000
,7f04f24c-e433-4bc7-95cd-975b6f003207,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2080000,org.openmrs.Location,1000
,7f04f24c-e433-4bc7-95cd-975b6f003207,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2110000,org.openmrs.Location,1000
,7f04f24c-e433-4bc7-95cd-975b6f003207,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2150000,org.openmrs.Location,1000
,7f04f24c-e433-4bc7-95cd-975b6f003207,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2220000,org.openmrs.Location,1000
,7f04f24c-e433-4bc7-95cd-975b6f003207,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2270304,org.openmrs.Location,1000
,7f04f24c-e433-4bc7-95cd-975b6f003207,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1604,org.openmrs.Location,1000
,7f04f24c-e433-4bc7-95cd-975b6f003207,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1605,org.openmrs.Location,1000
,7f04f24c-e433-4bc7-95cd-975b6f003207,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1606,org.openmrs.Location,1000
,8d94f280-c2cc-11de-8d13-0010c6dffd0f,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2040000,org.openmrs.Location,1000
,8d94f280-c2cc-11de-8d13-0010c6dffd0f,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2070000,org.openmrs.Location,1000
,8d94f280-c2cc-11de-8d13-0010c6dffd0f,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2200000,org.openmrs.Location,1000
,8d94f280-c2cc-11de-8d13-0010c6dffd0f,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2220000,org.openmrs.Location,1000
,8d94f280-c2cc-11de-8d13-0010c6dffd0f,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2221900,org.openmrs.Location,1000
,8d94f280-c2cc-11de-8d13-0010c6dffd0f,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2270304,org.openmrs.Location,1000
,8d94f280-c2cc-11de-8d13-0010c6dffd0f,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1604,org.openmrs.Location,1000
,8d94f280-c2cc-11de-8d13-0010c6dffd0f,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1605,org.openmrs.Location,1000
,8d94f280-c2cc-11de-8d13-0010c6dffd0f,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1606,org.openmrs.Location,1000
,93a9c2f8-9296-488f-9451-43667e1c4d7f,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2040000,org.openmrs.Location,1000
,93a9c2f8-9296-488f-9451-43667e1c4d7f,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2070000,org.openmrs.Location,1000
,93a9c2f8-9296-488f-9451-43667e1c4d7f,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2200000,org.openmrs.Location,1000
,93a9c2f8-9296-488f-9451-43667e1c4d7f,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2220000,org.openmrs.Location,1000
,93a9c2f8-9296-488f-9451-43667e1c4d7f,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2221900,org.openmrs.Location,1000
,93a9c2f8-9296-488f-9451-43667e1c4d7f,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2270304,org.openmrs.Location,1000
,93a9c2f8-9296-488f-9451-43667e1c4d7f,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1605,org.openmrs.Location,1000
,93a9c2f8-9296-488f-9451-43667e1c4d7f,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1606,org.openmrs.Location,1000
,9873dba9-484f-42c2-a98d-f224bd65117a,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2011400,org.openmrs.Location,1000
,9873dba9-484f-42c2-a98d-f224bd65117a,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2040000,org.openmrs.Location,1000
,9873dba9-484f-42c2-a98d-f224bd65117a,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2070000,org.openmrs.Location,1000
,9873dba9-484f-42c2-a98d-f224bd65117a,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2200000,org.openmrs.Location,1000
,9873dba9-484f-42c2-a98d-f224bd65117a,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2220000,org.openmrs.Location,1000
,9873dba9-484f-42c2-a98d-f224bd65117a,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2221900,org.openmrs.Location,1000
,9873dba9-484f-42c2-a98d-f224bd65117a,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2270304,org.openmrs.Location,1000
,9873dba9-484f-42c2-a98d-f224bd65117a,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1604,org.openmrs.Location,1000
,9873dba9-484f-42c2-a98d-f224bd65117a,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1605,org.openmrs.Location,1000
,9873dba9-484f-42c2-a98d-f224bd65117a,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1606,org.openmrs.Location,1000
,a680f133-ab95-4150-a5d5-092880df7b11,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2040000,org.openmrs.Location,1000
,a680f133-ab95-4150-a5d5-092880df7b11,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2070000,org.openmrs.Location,1000
,a680f133-ab95-4150-a5d5-092880df7b11,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2080000,org.openmrs.Location,1000
,a680f133-ab95-4150-a5d5-092880df7b11,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2150000,org.openmrs.Location,1000
,a680f133-ab95-4150-a5d5-092880df7b11,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2200000,org.openmrs.Location,1000
,a680f133-ab95-4150-a5d5-092880df7b11,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2220000,org.openmrs.Location,1000
,a680f133-ab95-4150-a5d5-092880df7b11,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2221900,org.openmrs.Location,1000
,a680f133-ab95-4150-a5d5-092880df7b11,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2270304,org.openmrs.Location,1000
,a680f133-ab95-4150-a5d5-092880df7b11,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1605,org.openmrs.Location,1000
,ab2160f6-0941-430c-9752-6714353fbd3c,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2010000,org.openmrs.Location,1000
,ab2160f6-0941-430c-9752-6714353fbd3c,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2011400,org.openmrs.Location,1000
,d8ddab2c-20a5-4a3c-b209-856c7fe839cd,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2010000,org.openmrs.Location,1000
,dc978fe8-b574-4e11-be54-626ae2d28ed8,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2011400,org.openmrs.Location,1000
,dc978fe8-b574-4e11-be54-626ae2d28ed8,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2040000,org.openmrs.Location,1000
,dc978fe8-b574-4e11-be54-626ae2d28ed8,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2070000,org.openmrs.Location,1000
,dc978fe8-b574-4e11-be54-626ae2d28ed8,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2220000,org.openmrs.Location,1000
,dc978fe8-b574-4e11-be54-626ae2d28ed8,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1605,org.openmrs.Location,1000
,eba658df-fa88-4dab-b000-57e1e5cb2e43,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2011400,org.openmrs.Location,1000
,eba658df-fa88-4dab-b000-57e1e5cb2e43,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2040000,org.openmrs.Location,1000
,eba658df-fa88-4dab-b000-57e1e5cb2e43,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2070000,org.openmrs.Location,1000
,eba658df-fa88-4dab-b000-57e1e5cb2e43,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2200000,org.openmrs.Location,1000
,eba658df-fa88-4dab-b000-57e1e5cb2e43,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2220000,org.openmrs.Location,1000
,eba658df-fa88-4dab-b000-57e1e5cb2e43,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1605,org.openmrs.Location,1000
,eba658df-fa88-4dab-b000-57e1e5cb2e43,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1606,org.openmrs.Location,1000
,f089471c-e00b-468e-96e8-46aea1b339af,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2010000,org.openmrs.Location,1000
,f089471c-e00b-468e-96e8-46aea1b339af,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2011400,org.openmrs.Location,1000
,f089471c-e00b-468e-96e8-46aea1b339af,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2040000,org.openmrs.Location,1000
,f089471c-e00b-468e-96e8-46aea1b339af,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2070000,org.openmrs.Location,1000
,f089471c-e00b-468e-96e8-46aea1b339af,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2200000,org.openmrs.Location,1000
,f089471c-e00b-468e-96e8-46aea1b339af,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2220000,org.openmrs.Location,1000
,f089471c-e00b-468e-96e8-46aea1b339af,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2270304,org.openmrs.Location,1000
,f089471c-e00b-468e-96e8-46aea1b339af,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1605,org.openmrs.Location,1000
,f7fd42ef-880e-40c5-972d-e4ae7c990de2,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2010000,org.openmrs.Location,1000
,f7fd42ef-880e-40c5-972d-e4ae7c990de2,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2011400,org.openmrs.Location,1000
,f7fd42ef-880e-40c5-972d-e4ae7c990de2,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2040000,org.openmrs.Location,1000
,f7fd42ef-880e-40c5-972d-e4ae7c990de2,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2070000,org.openmrs.Location,1000
,f7fd42ef-880e-40c5-972d-e4ae7c990de2,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2080000,org.openmrs.Location,1000
,f7fd42ef-880e-40c5-972d-e4ae7c990de2,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2110000,org.openmrs.Location,1000
,f7fd42ef-880e-40c5-972d-e4ae7c990de2,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2150000,org.openmrs.Location,1000
,f7fd42ef-880e-40c5-972d-e4ae7c990de2,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2200000,org.openmrs.Location,1000
,f7fd42ef-880e-40c5-972d-e4ae7c990de2,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2220000,org.openmrs.Location,1000
,f7fd42ef-880e-40c5-972d-e4ae7c990de2,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2221900,org.openmrs.Location,1000
,f7fd42ef-880e-40c5-972d-e4ae7c990de2,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2270304,org.openmrs.Location,1000
,f7fd42ef-880e-40c5-972d-e4ae7c990de2,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1604,org.openmrs.Location,1000
,f7fd42ef-880e-40c5-972d-e4ae7c990de2,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1605,org.openmrs.Location,1000
,f7fd42ef-880e-40c5-972d-e4ae7c990de2,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1606,org.openmrs.Location,1000
,fab43ac4-79bc-4f3d-805b-bd3a82ce41e9,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2010000,org.openmrs.Location,1000
,fab43ac4-79bc-4f3d-805b-bd3a82ce41e9,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2040000,org.openmrs.Location,1000
,fab43ac4-79bc-4f3d-805b-bd3a82ce41e9,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2070000,org.openmrs.Location,1000
,fab43ac4-79bc-4f3d-805b-bd3a82ce41e9,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2220000,org.openmrs.Location,1000
,fab43ac4-79bc-4f3d-805b-bd3a82ce41e9,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2221900,org.openmrs.Location,1000
,fab43ac4-79bc-4f3d-805b-bd3a82ce41e9,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2270304,org.openmrs.Location,1000
,fab43ac4-79bc-4f3d-805b-bd3a82ce41e9,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1604,org.openmrs.Location,1000
,fab43ac4-79bc-4f3d-805b-bd3a82ce41e9,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1605,org.openmrs.Location,1000
,fab43ac4-79bc-4f3d-805b-bd3a82ce41e9,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b72c1606,org.openmrs.Location,1000
,fb393086-d6ec-4bcb-a300-5815a554c4ae,org.openmrs.Role,35d2234e-129a-4c40-abb2-1ae0b2010000,org.openmrs.Location,1000
TRUE,2f087f90-9c47-4262-bfce-23c7862e727e,org.openmrs.Role,,,1000
TRUE,8d94f852-c2cc-11de-8d13-0010c6dffd0f,org.openmrs.Role,,,1000
